artist_searched,artist,track_name,album,release_date,popularity,duration_ms,explicit,track_id
joy division,Joy Division,Love Will Tear Us Apart - 2020 Remaster,Love Will Tear Us Apart,1980-06-01,,208453,False,34iOH7LY3vme5rQxsVILZ4
joy division,Joy Division,Shadowplay - 2007 Remaster,Unknown Pleasures (Collector's Edition),1979-06-01,,233719,False,4ZuC5MfGjRQs3pZtPxqMYP
ray charles,Ray Charles,Hit the Road Jack,Soul,2021-06-04,,119880,False,2HoqbEOXgbDSLZ5XCePEXt
ray charles,Ray Charles,I Believe to My Soul,The Genius Sings the Blues,1961,,181373,False,59Sz3l6T9qTWsa8Smv2ve1
ray charles,Ray Charles,I've Got a Woman,"Ray Charles (aka: Hallelujah, I Love Her So)",1957-01-01,,171466,False,2xar08Fq5xra2KKZs5Bw9j
ray charles,Ray Charles,"Hallelujah, I Love Her So","Ray Charles (aka: Hallelujah, I Love Her So)",1957-01-01,,155506,False,5P11rW6aJErF37MTfRZS31
ray charles,Ray Charles,Hit the Road Jack,True Genius,2021-09-10,,119880,False,5dUMh0ugelpKfoFp3qChuK
nina simone,Nina Simone,Feeling Good,I Put A Spell On You,1965-06-01,,174000,False,6Rqn2GFlmvmV4w9Ala0I1e
nina simone,Nina Simone,My Baby Just Cares For Me,Sinnerman,1965-10-01,,215039,False,1ukZalnC6GmPFUDduB6slb
nina simone,Nina Simone,Don't Let Me Be Misunderstood,Broadway-Blues-Ballads,1964-11-01,,166200,False,7M9pPyt8Gr41THLhbz4NSB
nina simone,Nina Simone,Sinnerman - Sofi Tukker Remix,Sinnerman (Sofi Tukker Remix),2021-10-08,,232632,False,6Au1l0egQFYxbnCZxakoOL
nina simone,Nina Simone,I Put A Spell On You,I Put A Spell On You,1965-06-01,,155026,False,0sjxRg1VlYfx4YG7uxurrq
bruce springsteen,Bruce Springsteen,Born in the U.S.A.,Born In The U.S.A.,1984-06-04,,279786,False,0dOg1ySSI7NkpAe89Zo0b9
bruce springsteen,Bruce Springsteen,I'm On Fire,Born In The U.S.A.,1984-06-04,,159313,False,3PzsbWSQdLCKDLxn7YZfkM
bruce springsteen,Bruce Springsteen,Dancing In the Dark,Born In The U.S.A.,1984-06-04,,245296,False,7FwBtcecmlpc1sLySPXeGE
bruce springsteen,Bruce Springsteen,Streets of Philadelphia - Single Edit,Greatest Hits,1995-02-27,,196813,False,3fbnbn6A5O5RNb08tlUEgd
bruce springsteen,Bruce Springsteen,Secret Garden,Greatest Hits,1995-02-27,,267853,False,68uuz61IqrSJjO6ffO3yHc
dion,Dionne Warwick,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",Friends,1985,,255933,False,1OzrlK57iLTIjmbZC1ppWM
dion,Céline Dion,The Power of Love,The Colour Of My Love,1993-11-09,,342400,False,5kK1Iru9ogP3Iy1zsANU1n
dion,Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",Falling into You,1996-03-11,,273666,False,28UMiBhn383n9S7GL4tsxD
dion,Jovem Dionisio,Pontos de Exclamação,Pontos de Exclamação,2020-03-06,,181000,False,1fpNDdEOcdzmQz1Ib1a9VB
dion,Dionne Warwick,Walk on By,Make Way for Dionne Warwick,1964,,178333,False,3xsOtNxtBW0oTI1OWKAzTm
frank ocean,Frank Ocean,Nights,Blonde,2016-08-20,,307151,True,7eqoqGkKwgOaWNNHx90uEZ
frank ocean,Frank Ocean,Pink + White,Blonde,2016-08-20,,184516,False,3xKsf9qdS1CyvXSMEid6g8
frank ocean,Frank Ocean,White Ferrari,Blonde,2016-08-20,,248807,False,2LMkwUfqC6S6s6qDVlEuzV
frank ocean,Frank Ocean,Ivy,Blonde,2016-08-20,,249191,True,2ZWlPOoWh0626oTaHrnl2a
frank ocean,Frank Ocean,Thinkin Bout You,channel ORANGE,2012-07-10,,200746,False,7DfFc7a6Rwfi3YQMRbDMau
frank ocean,Frank Ocean,Lost,channel ORANGE,2012-07-10,,234093,True,3GZD6HmiNUhxXYf8Gch723
frank ocean,Frank Ocean,Pyramids,channel ORANGE,2012-07-10,,592920,True,4QhWbupniDd44EDtnh2bFJ
frank ocean,Frank Ocean,Pink Matter,channel ORANGE,2012-07-10,,268813,True,1fOkmYW3ZFkkjIdOZSf596
frank ocean,Frank Ocean,Novacane,Novacane,2011-01-01,,302346,True,4osgfFTICMkcGbbigdsa53
michael jackson,Michael Jackson,Beat It,Thriller,1982-11-30,,258296,False,3BovdzfaX4jb5KFQwoPfAw
michael jackson,Michael Jackson,Billie Jean,Thriller,1982-11-30,,293802,False,7J1uxwnxfQLu4APicE5Rnj
michael jackson,Michael Jackson,Don't Stop 'Til You Get Enough,Off the Wall,1979-08-10,,364441,False,46eu3SBuFCXWsPT39Yg3tJ
michael jackson,Michael Jackson,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995-06-16,,284310,False,3wuCCNCnBhJlwkIJTBZFiv
michael jackson,Michael Jackson,Smooth Criminal - 2012 Remaster,Bad (Remastered),1987-08-31,,257766,False,5T7ywazdGIydr6JCW6t02j
angus & julia stone,Angus & Julia Stone,Stay With Me - Live From Spotify Berlin,Spotify Sessions,2015-01-13,,174360,False,2GiYPEgOA7hb7sqsEWX8df
angus & julia stone,Angus & Julia Stone,Big Jet Plane,Down The Way,2010-03-12,,239146,False,7znAjItIP7xKKhyFzF5W1B
angus & julia stone,Angus & Julia Stone,Nothing Else,Snow,2017-09-15,,263995,False,3BnqXLIouQrCtUljR1cGru
angus & julia stone,Angus & Julia Stone,Grizzly Bear,Angus & Julia Stone (Deluxe),2014-08-01,,248520,False,0IJ1ijo3uoJzy6ZE5wxJio
angus & julia stone,Angus & Julia Stone,Paper Aeroplane,Heart Full of Wine,2007-03-04,,225280,False,78u9Jy2KZBiG1laqGoEKAY
mazzy star,Mazzy Star,Fade Into You,So Tonight That I Might See,1993-10-05,,295600,False,1LzNfuep1bnAUR9skqdHCK
mazzy star,Mazzy Star,Into Dust,So Tonight That I Might See,1993-10-05,,336760,False,7l5nkTZpoD93OkynN0gcon
mazzy star,Mazzy Star,Look On Down From The Bridge,Among My Swan,1996-10-29,,287893,False,010ALbbh5KlQ4fKWgSdhRd
mazzy star,Mazzy Star,"Cry, Cry",Among My Swan,1996-10-29,,238160,False,4u5ofLk8CMrtQnRaiIVH4O
mazzy star,Mazzy Star,Blue Light,So Tonight That I Might See,1993-10-05,,310733,False,3BdHMOIA9B0bN53jbE5nWe
mazzy star,Mazzy Star,Halah,She Hangs Brightly,1990-05-21,,196226,False,6JuEshIRliNXRU1LXctRjZ
mazzy star,Mazzy Star,Be My Angel,She Hangs Brightly,1990-05-21,,197333,False,3R6kyOmqWcAsqZqqe9CGL0
mazzy star,Mazzy Star,Roseblood,Among My Swan,1996-10-29,,291040,False,2qV5Ce0sMlFsrseRO5CTMU
mazzy star,Mazzy Star,Five String Serenade,So Tonight That I Might See,1993-10-05,,264466,False,7pfqtkZsNheOoDziqquDT3
alicia keys,Alicia Keys,Fallin',Songs In A Minor,2001-06-05,,210200,False,0KQx6HOpJueiSkztcS0r7D
alicia keys,Alicia Keys,If I Ain't Got You,The Diary Of Alicia Keys,2003-12-02,,228706,False,3XVBdLihbNbxUwZosxcGuJ
alicia keys,Alicia Keys,Girl on Fire,Girl on Fire (Remixes) - EP,2012-11-18,,224920,False,4esOae7i4rqTbAu9o5Pxco
alicia keys,JAŸ-Z,Empire State Of Mind,The Blueprint 3,2009-09-08,,276920,True,2igwFfvr1OAGX9SKDCPBwO
alicia keys,Alicia Keys,No One,No One (Remixes),2007-10-09,,254523,False,0mZ5GyrHG908lqrHaTw4hi
percy sledge,Percy Sledge,When a Man Loves a Woman,When a Man Loves a Woman,1966,,173866,False,51FpzuGkRYXFgsE2zXt9av
percy sledge,Percy Sledge,When a Man Loves a Woman - 2000 Remaster,The Atlantic Recordings,2010-12-13,,175693,False,4aOYzIRv0jl8VShCWZr1hA
percy sledge,Percy Sledge,When a Man Loves a Woman,When a Man Loves a Woman / Love Me Like You Mean It,1966,,175933,False,2uo0MWalkhL70bZkYB7OOb
percy sledge,Percy Sledge,Dark End of the Street,The Percy Sledge Way,1967,,166533,False,43IEBEoBhL4VX8SMzgrqq9
percy sledge,Percy Sledge,My Special Prayer,The Percy Sledge Way,1967,,185493,False,4c7nlEgK2uiM3ofjaRD51x
percy sledge,Percy Sledge,You Really Got a Hold on Me,Warm & Tender Soul,1966,,173893,False,1kz3vwmLiBlW3A73exQSNx
percy sledge,Percy Sledge,When a Man Loves a Woman,Wedding Songs,2022-07-16,,173866,False,64HTw2KHG6dalvvgQnoUjH
percy sledge,Percy Sledge,When a Man Loves a Woman,When a Man Loves a Woman,2018-05-05,,175693,False,0GVxSbigOiKlGfI30Uw00X
percy sledge,Percy Sledge,When a Man Loves a Woman - Mono,When a Man Loves a Woman (Mono),1966,,173662,False,2mTiKaGdMPA4wfOGGUroE5
percy sledge,Percy Sledge,Love Me Tender,Warm & Tender Soul,1966,,187040,False,5fK4wYEwuDxwnq4FQgpMis
norah jones,Norah Jones,Sunrise,Feels Like Home,2004-01-01,,200626,False,7zkLpY72g6lKQbiHDqri1S
norah jones,Norah Jones,Don't Know Why,Come Away With Me (Super Deluxe Edition),2002-02-26,,186251,False,1zNXF2svmdlNxfS5XeNUgr
norah jones,Norah Jones,Come Away With Me,Come Away With Me (Super Deluxe Edition),2002-02-26,,198226,False,6jGnykaS6TkWp15utXSAeI
norah jones,Norah Jones,Those Sweet Words,Feels Like Home,2004-01-01,,202640,False,2MKLbFPQ3QDXpQ0KnS06Kl
norah jones,Norah Jones,Turn Me On,Come Away With Me (Super Deluxe Edition),2002-02-26,,154800,False,1qzHqfvKrZWo6dVHM1dXrj
john mayer,John Mayer,New Light,Sob Rock,2021-07-16,,217426,False,4T6FWA703h6H7zk1FoSARw
john mayer,John Mayer,Gravity,Continuum,2006,,245746,False,67ZToNMUVrEPd4LppSTjH7
john mayer,John Mayer,Your Body Is a Wonderland,Room For Squares,2001-08-16,,249626,False,7vFv0yFGMJW3qVXbAd9BK9
john mayer,John Mayer,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,2008,,263573,False,4LloVtxNZpeh7q7xdi1DQc
john mayer,Daniel Caesar,SUPERPOSITION (feat. John Mayer),CASE STUDY 01,2019-06-28,,263794,True,1KA2JLeMi0Mo3hjO0442re
arctic monkeys,Arctic Monkeys,I Wanna Be Yours,AM,2013-09-09,,183956,False,5XeFesFbtLpXzIVDNQP22n
arctic monkeys,Arctic Monkeys,Do I Wanna Know?,AM,2013-09-09,,272394,False,5FVd6KXrgO9B3JPmC8OPst
arctic monkeys,Arctic Monkeys,Why'd You Only Call Me When You're High?,AM,2013-09-09,,161123,False,086myS9r57YsLbJpU0TgK9
arctic monkeys,Arctic Monkeys,R U Mine?,AM,2013-09-09,,201726,False,2AT8iROs4FQueDv2c8q2KE
arctic monkeys,Arctic Monkeys,505,Favourite Worst Nightmare,2007-04-22,,253586,False,0BxE4FqsDD1Ot4YuBXwAPp
marc anthony,Marc Anthony,Vivir Mi Vida,3.0,2013-07-23,,252359,False,3QHMxEOAGD51PDlbFPHLyJ
marc anthony,Gente De Zona,La Gozadera (feat. Marc Anthony),Visualízate,2016-04-22,,203049,False,0OMRAvrtLWE2TvcXorRiB9
marc anthony,Pitbull,Rain Over Me (feat. Marc Anthony),Planet Pit (Deluxe Version),2011-06-17,,231573,False,2cZrrQMjB63c0iIugYH9zS
marc anthony,Gente De Zona,Traidora (feat. Marc Anthony),Visualízate,2016-04-22,,216461,False,7Fl3wSxRqBljyQH8dJSz9c
marc anthony,Piso 21,Volver,Volver,2025-02-06,,232149,False,61C7zXd4t2Zuhz6DRwgsLM
the notorious b.i.g.,The Notorious B.I.G.,Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,Born Again,1999,,191600,True,1YQ7BbJR8HqAolfprvxGKu
the notorious b.i.g.,The Notorious B.I.G.,Big Poppa - 2007 Remaster,Greatest Hits,2007-03-02,,249866,True,63BcfK6YAzJYeISaTPr6IO
the notorious b.i.g.,The Notorious B.I.G.,Big Poppa - 2005 Remaster,Ready to Die (The Remaster),1994-09-13,,252746,True,2g8HN35AnVGIk7B8yMucww
the notorious b.i.g.,The Notorious B.I.G.,Hypnotize - 2014 Remaster,Life After Death (2014 Remastered Edition),1997-03-04,,229826,True,7KwZNVEaqikRSBSpyhXK2j
the notorious b.i.g.,The Notorious B.I.G.,Juicy - 2005 Remaster,Ready to Die (The Remaster),1994-09-13,,302760,True,5ByAIlEEnxYdvpnezg7HTX
tom petty,Tom Petty,Free Fallin',Full Moon Fever,1989-01-01,,256000,False,5tVA6TkbaAH9QMITTQRrNv
tom petty,Tom Petty,Love Is A Long Road,Full Moon Fever,1989-01-01,,247600,False,4PJEK76V3A1S0XzZJuTWh7
tom petty,Tom Petty,I Won't Back Down,Full Moon Fever,1989-01-01,,178360,False,7gSQv1OHpkIoAdUiRLdmI6
tom petty,Tom Petty,Runnin' Down A Dream,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016,2019-03-01,,261812,False,5yAu4njFSdM47dfsTkQPZ2
tom petty,Tom Petty and the Heartbreakers,Mary Jane's Last Dance,Greatest Hits,2008-05-20,,273600,False,3dmqIB2Qxe2XZobw9gXxJ6
dire straits,Dire Straits,Sultans Of Swing,Dire Straits,1978-10-07,,348400,False,37Tmv4NnfQeb0ZgUC4fOJj
dire straits,Dire Straits,Walk Of Life - Remastered 1996,Brothers In Arms (Remastered 1996),1985-05-13,,248893,False,5Hk4Mpex0s2ndUpDQ5v2rU
dire straits,Dire Straits,Brothers In Arms - Remastered 1996,Brothers In Arms (Remastered 1996),1985-05-13,,420240,False,3elV4E1GOKfF0MVRgdp6eU
dire straits,Dire Straits,Money For Nothing - Remastered 1996,Brothers In Arms (Remastered 1996),1985-05-13,,505333,True,4nFNJmjfgBF7jwv2oBC45b
dire straits,Dire Straits,Lady Writer,Communiqué,1979-06-15,,224666,False,2RBcYkonAofm0rYycVrCGt
r.e.m.,R.E.M.,Losing My Religion,Out Of Time (25th Anniversary Edition),1991-03-12,,268426,False,31AOj9sFz2gM0O3hMARRBx
r.e.m.,R.E.M.,Everybody Hurts,Automatic For The People,1992-10-05,,320266,False,6PypGyiu0Y2lCDBN1XZEnP
r.e.m.,R.E.M.,Shiny Happy People,Out Of Time (25th Anniversary Edition),1991-03-12,,225786,False,1v2zyAJrChw5JnfafSkwkJ
r.e.m.,R.E.M.,The One I Love - Remastered 2012,Document - 25th Anniversary Edition,1987-09-01,,197800,False,2fdfsGuqb6SBX5ocoBWHUd
r.e.m.,R.E.M.,Man On The Moon,Automatic For The People,1992-10-05,,314173,False,4jLv3tDBu8ww2R07DvL12s
weezer,Weezer,Go Away,Everything Will Be Alright In The End,2014-10-01,,193733,False,1O9D7P7Z1wMJXW19zTXrXi
weezer,Weezer,Island In The Sun,Weezer,2001-05-15,,200306,False,2MLHyLy5z5l5YRp7momlgw
weezer,Weezer,Buddy Holly,Weezer,1994-05-10,,159226,False,3mwvKOyMmG77zZRunnxp9E
weezer,Weezer,Undone - The Sweater Song,Weezer,1994-05-10,,305533,False,5WhtlIoxoZrMmuaWWEQhwV
weezer,Weezer,Say It Ain't So - Original Mix,Weezer,1994-05-10,,258826,False,6VoIBz0VhCyz7OdEoRYDiA
billy joel,Billy Joel,Piano Man,Piano Man (Legacy Edition),1973-11-07,,339000,False,70C4NyhjD5OZUMzvWZ3njJ
billy joel,Billy Joel,Vienna,The Stranger (Legacy Edition),1977,,214240,False,4U45aEWtQhrm8A5mxPaFZ7
billy joel,Billy Joel,Uptown Girl,An Innocent Man,1983-08-08,,198294,False,5zA8vzDGqPl2AzZkEYQGKh
billy joel,Billy Joel,She's Always a Woman,The Stranger (Legacy Edition),1977,,201373,False,5RgFlk1fcClZd0Y4SGYhqH
billy joel,Billy Joel,We Didn't Start the Fire,Storm Front,1989-10-17,,291100,False,3Cx4yrFaX8CeHwBMReOWXI
bryan adams,Bryan Adams,Heaven,Reckless (30th Anniversary / Deluxe Edition),1984-11-05,,243360,False,7Ewz6bJ97vUqk5HdkvguFQ
bryan adams,Bryan Adams,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),1984-11-05,,216053,False,0GONea6G2XdnHWjNZd6zt3
bryan adams,Bryan Adams,(Everything I Do) I Do It For You,Waking Up The Neighbours,1991-09-24,,393640,False,1Eb90nmqTrxylKFhcUzW8P
bryan adams,Bryan Adams,Run To You,Reckless (30th Anniversary / Deluxe Edition),1984-11-05,,233270,False,2RWFncSWZEhSRRifqiDNVV
bryan adams,Bryan Adams,"Have You Ever Really Loved A Woman? - From ""Don Juan DeMarco"" Soundtrack",18 Til I Die,1996-06-04,,291666,False,32Gf5A7Hr8RdgggXG0Fdks
van morrison,Van Morrison,Someone Like You,Poetic Champions Compose,1987-09-01,,249620,False,3YWbWuWGGS5lYO61GXBQCC
van morrison,Van Morrison,Brown Eyed Girl,Blowin' Your Mind!,1967-09-01,,186558,False,4CNL4GBNTdVIU5Nk6hB4LC
van morrison,Van Morrison,Into the Mystic - 2013 Remaster,Moondance,1970-02,,205613,False,3lh3iiiJeiBXHSZw6u0kh6
van morrison,Van Morrison,Days Like This,Days Like This,1995-06-05,,197160,False,7u3PjwksECVpCjOvTOCien
van morrison,Van Morrison,Have I Told You Lately,Avalon Sunset,1989-05-19,,260387,False,0b71ZWopPmOHqVFZUetU2r
red hot chili peppers,Red Hot Chili Peppers,Scar Tissue,Californication (Deluxe Edition),1999-06-08,,215906,False,1G391cbiT3v3Cywg8T7DM1
red hot chili peppers,Red Hot Chili Peppers,Can't Stop,By the Way (Deluxe Edition),2002-07-09,,269000,False,3ZOEytgrvLwQaqXreDs2Jx
red hot chili peppers,Red Hot Chili Peppers,Californication,Californication (Deluxe Edition),1999-06-08,,329733,False,48UPSzbZjgc449aqz8bxox
red hot chili peppers,Red Hot Chili Peppers,Otherside,Californication (Deluxe Edition),1999-06-08,,255373,False,64BbK9SFKH2jk86U3dGj2P
red hot chili peppers,Red Hot Chili Peppers,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),1991-09-24,,264306,False,3d9DChrdc6BOeFsbrZ3Is0
the offspring,The Offspring,The Kids Aren't Alright,Americana,1998-11-16,,180160,False,4EchqUKQ3qAQuRNKmeIpnf
the offspring,The Offspring,Self Esteem,Smash,1994-04-08,,257826,False,1FkoVC85Ds3mFoK0fVqEqP
the offspring,The Offspring,Pretty Fly (For A White Guy),Americana,1998-11-16,,188666,False,3SFXsFpeGmBTtQvKiwYMDA
the offspring,The Offspring,Why Don't You Get A Job,Americana,1998-11-16,,172466,True,0sNKiz82ATCvT3f3XVVUUj
the offspring,The Offspring,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",2008-06-17,,177826,True,6TfBA04WJ3X1d1wXhaCFVT
semisonic,Semisonic,Closing Time,Closing Time,1998-03-24,,273826,False,5pOP6epPdXIQ0JhCjPSxt4
semisonic,Semisonic,Closing Time,20th Century Masters: The Millennium Collection: Best Of Semisonic,2003-01-01,,274160,False,1A5V1sxyCLpKJezp75tUXn
semisonic,Semisonic,Secret Smile,Secret Smile,1998-03-24,,279813,False,7bYRpscu3TIB2hwfA8eXYU
semisonic,Semisonic,Secret Smile,Feeling Strangely Fine (20th Anniversary Edition),1998-03-24,,279813,False,1OhctVvuAU8kVCtzDWsCTj
semisonic,Semisonic,Closing Time,Feeling Strangely Fine (20th Anniversary Edition),1998-03-24,,273826,False,6liaHE9iHh23PLVvw7lK8V
semisonic,Semisonic,Chemistry,All About Chemistry,2001-01-01,,248826,False,6JZYxCV6Fu5edOZYeptlck
the bangles,The Bangles,Eternal Flame,The Essential Bangles,2004,,238026,False,5MoDQWMDMaAGDEiWsJfeCi
the bangles,The Bangles,Eternal Flame,Everything,1988-07-14,,235666,False,793zMrBCSBOYgD7JhYB97f
the bangles,The Bangles,Eternal Flame,Everything,1988-07-17,,235666,False,5g3ZD7PmrEQlQZKDW91yGG
the bangles,The Bangles,Walk Like an Egyptian,The Essential Bangles,2004,,204706,False,1Jwc3ODLQxtbnS8M9TflSP
the bangles,The Bangles,Walk Like an Egyptian,Different Light,1985-07-11,,204560,False,3BGbqEDio3ocx1v4egIYr6
house of pain,House Of Pain,Jump Around,House of Pain (Fine Malt Lyrics),1992-07-21,,214946,False,6JymsaWDHk2Yj4e0yNBIFH
house of pain,House Of Pain,Jump Around - 30 Years Remaster,House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition],2022-07-22,,218546,True,7L93GESzq43UkKUt5FsOCq
house of pain,House Of Pain,Back From The Dead,Same As It Ever Was,1994-06-24,,212306,True,2rzafMh8q10vQGixcHupCh
house of pain,House Of Pain,I'm A Swing It,Same As It Ever Was,1994-06-24,,223800,True,1qB61CUkHHalhxapCrvMsE
house of pain,House Of Pain,Top O' the Morning to Ya,House of Pain (Fine Malt Lyrics),1992-07-21,,216319,True,4EFxQ2V4NhYkN46eslYEWs
house of pain,House Of Pain,Jump Around (Pete Rock Remix) - 30 Years Remaster,House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition],2022-07-22,,236426,True,4DeIpRG54zDGRyhU03kx7B
house of pain,House Of Pain,Put Your Head Out - 30 Years Remaster,House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition],2022-07-22,,181906,True,0oKcIUP3aFbBXU0eT1pqwP
house of pain,House Of Pain,Jump Around (25 Year Remix) - 30 Years Remaster,House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition],2022-07-22,,193960,True,5sNMKd0qGDTs6TksPSXetA
house of pain,Helmet,Just Another Victim,Unsung: The Best Of Helmet 1991-1997,2004-01-01,,262160,False,4RLIujooyQaBKKLXPB5LnQ
green day,Green Day,Holiday,American Idiot (20th Anniversary Deluxe Edition),2024-10-25,,232826,False,0lvhEsN1zkMzfp2M1o17yy
green day,Green Day,Basket Case,Dookie,1994-02-01,,181533,False,6L89mwZXSOwYl76YXfX13s
green day,Green Day,Boulevard of Broken Dreams,American Idiot (20th Anniversary Deluxe Edition),2024-10-25,,260936,True,0U87auHx1iZTEFcq9KVdmO
green day,Green Day,Wake Me up When September Ends,American Idiot,2004-09-21,,285653,False,3ZffCQKLFLUvYM59XKLbVm
green day,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",AT.LONG.LAST.A$AP,2015-05-26,,260990,True,2N3U8uTYhjX2KwGT0pf5x0
sublime,Sublime,Santeria,Sublime,1996-07-30,,182746,False,2hnMS47jN0etwvFPzYk11f
sublime,Sublime,Doin' Time,Sublime,1996-07-30,,253840,False,4eamJr2k9YDH8j58RSTmSc
sublime,Sublime,What I Got,Sublime,1996-07-30,,170906,True,3B4q6KbHbGV51HO3GznBFF
sublime,Sublime,Badfish,40oz. To Freedom,1992-06-01,,185440,False,2fXLhLA7cPYEmQ1NbeAtBD
sublime,Sublime,Wrong Way,Sublime,1996-07-30,,136146,True,2PdIo7ewQPuAsP99LVg9uy
third eye blind,Third Eye Blind,Semi-Charmed Life,Third Eye Blind,1997-04-08,,268360,False,42et6fnHCw1HIPSrdPprMl
third eye blind,Third Eye Blind,How's It Going to Be,Third Eye Blind,1997-04-08,,253413,False,3Uvx1TO0Kg5HgGPk58lHXv
third eye blind,Third Eye Blind,Jumper - 1998 Edit,Third Eye Blind,1997-04-08,,272973,False,3354J49VpkbZJho7Ztdzpw
third eye blind,Third Eye Blind,Never Let You Go - 2008 Remaster,Blue,1999,,237240,False,1sxUaLi0G2vB7dl4ogtCxH
third eye blind,Third Eye Blind,Losing a Whole Year,Third Eye Blind,1997-04-08,,200640,False,5lgOUdoMBB3eZuSmc5HL4r
blink-182,blink-182,All The Small Things,Enema Of The State,1999-06-01,,167066,False,2m1hi0nfMR9vdGC8UcrnwU
blink-182,blink-182,First Date,Take Off Your Pants And Jacket,2001,,171533,False,1fJFuvU2ldmeAm5nFIHcPP
blink-182,blink-182,What's My Age Again?,Enema Of The State,1999-06-01,,148360,True,4LJhJ6DQS7NwE7UKtvcM52
blink-182,blink-182,I Miss You,blink-182,2003-01-01,,227240,False,1oTo3ijRbaDAtrjJrGAPSw
blink-182,blink-182,Adam's Song,Enema Of The State,1999-06-01,,249626,False,6xpDh0dXrkVp0Po1qrHUd8
chumbawamba,Chumbawamba,Tubthumping,Tubthumper,1997-09-01,,278960,False,5YScXJKtefsgdskIy60N7A
chumbawamba,Chumbawamba,Nazi - Live,Showbusiness! (Live),1995-09-25,,92212,False,3OlXDh31sBuXhMzR06WC92
chumbawamba,Chumbawamba,Tubthumping - Radio Edit,Forgotten 90's Hits,2021-02-12,,213226,False,74HOfIozwEkCzXx7tzROCE
chumbawamba,Chumbawamba,Tubthumping - Radio Edit,Drew's Famous Hits Of The 90's,2017-09-22,,213226,False,7ytfbebKUR8RW55TSu5N3F
chumbawamba,Chumbawamba,Tubthumping,Alternative,2008-04-28,,234133,False,6RQwM7V8963c1WSmvGEoHu
chumbawamba,Chumbawamba,Bella Ciao,A Singsong And A Scrap,2005-10-11,,94413,False,4cRgxiVCEDRiYInu4Pkror
chumbawamba,Chumbawamba,Amnesia,Tubthumper,1997-09-01,,248040,False,3WiXr3CXD3jYSqmQlUYlnn
chumbawamba,Chumbawamba,El Fusilado,The Boy Bands Have Won,2008,,152253,False,3evU89UQEoaQ0QWNg8OtBG
chumbawamba,Chumbawamba,Give the Anarchist a Cigarette,Anarchy,1994-04-25,,244923,False,7Jf3Tm9dTOE23tvY7L5b36
counting crows,Counting Crows,Mr. Jones,August And Everything After,1993-09-14,,272293,False,5DiXcVovI0FcY2s0icWWUu
counting crows,Counting Crows,"Accidentally In Love - From ""Shrek 2"" Soundtrack",Films About Ghosts: The Best Of...,2003-01-01,,188386,False,7FQSD5JjWqGtS1BaQQiT6V
counting crows,Counting Crows,Big Yellow Taxi,Hard Candy,2002-01-01,,226826,False,5fztgDIt1Nq32VHJrAHq0Y
counting crows,Counting Crows,"Accidentally In Love - From ""Shrek 2"" Soundtrack",Accidentally In Love (From Shrek 2 S/T),2004-01-01,,188640,False,2Y6uY65ZwKl9WbVOvKyZg6
counting crows,Counting Crows,Round Here,August And Everything After,1993-09-14,,331400,False,35qwJUKVy1OIt0wQ3xEXi0
dexys midnight runners,Dexys Midnight Runners,Come On Eileen,Too Rye Ay,1982-07-22,,287306,False,3MrWxJaD2AT0W9DjWF64Vm
dexys midnight runners,Dexys Midnight Runners,Come On Eileen - Single Edit,Come On Eileen / Dubious,2009-01-01,,205933,False,6nWcEzyxDozQcmxMoNJtYx
dexys midnight runners,Dexys Midnight Runners,Come On Eileen,Too Rye Ay,1982-08-01,,273933,False,0lj15qHIbi7gsO6CLfWbvF
dexys midnight runners,Dexys Midnight Runners,Come On Eileen,St. Paddys Day,2018-03-09,,283000,False,2Hw2JEL4tjdcX8aERfIdBF
dexys midnight runners,Dexys Midnight Runners,Come On Eileen - Single Edit,Too-Rye-Ay (As It Should Have Sounded 2022),2022-10-14,,205680,False,58VaIfHQzC0jflv7zEWyoZ
rund.m.c.,Run–D.M.C.,It's Like That,The Greatest Hits,2002-09-10,,250626,False,0CtkjgZpkgnW7U6WmHsakD
rund.m.c.,Run–D.M.C.,Walk This Way (feat. Aerosmith),Raising Hell,1986-05-15,,310375,False,6qUEOWqOzu1rLPUPQ1ECpx
rund.m.c.,Run–D.M.C.,It's Tricky,Raising Hell,1986-05-15,,183750,False,6jBCehpNMkwFVF3dz4nLIW
rund.m.c.,Run–D.M.C.,It's Tricky,Raising Hell (Expanded Edition),1986-05-15,,182933,False,5IGUkmuTVroDG2PnaUiNFj
